r_id,pais,ed,jc10,aoj11,q1,aoj12,b18,infrax,e16,aoj22,q3c,q5b,q10new_14,etid,vic1ext,vicbar7
21998,Jamaica,1,NA,Somewhat Safe,Female,A lot,5,More than 30 minutes and up to an hour,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,12,Black,0,0
21999,Jamaica,9,1,Very Safe,Female,Don't Know,4,Don't Know,1,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,3,Black,0,0
22000,Jamaica,11,1,Very Unsafe,Female,Little,7,More than 30 minutes and up to an hour,10,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,0,Black,0,0
22001,Jamaica,11,1,Very Safe,Male,A lot,7,Between 10 and 30 minutes,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,13,Black,0,0
22002,Jamaica,8,1,Very Safe,Female,Little,5,Between 10 and 30 minutes,2,Increase punishment of criminal,Jehovah's Witness,Very Important,5,Black,0,0
22003,Jamaica,11,1,Very Safe,Male,Some,4,More than 30 minutes and up to an hour,1,Implement preventative measures,Evangelical and Protestant,Very Important,NA,Black,0,0
22004,Jamaica,13,0,Very Safe,Male,A lot,4,More than 30 minutes and up to an hour,7,Implement preventative measures,Evangelical and Protestant,Very Important,5,Black,0,0
22005,Jamaica,6,0,Somewhat Safe,Male,Don't Know,3,More than 30 minutes and up to an hour,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Black,0,0
22006,Jamaica,16,1,Somewhat Safe,Male,Some,5,More than 30 minutes and up to an hour,1,Implement preventative measures,Evangelical and Protestant,Very Important,16,Black,0,1
22007,Jamaica,10,1,Somewhat Safe,Female,None,5,More than 3 hours,3,Increase punishment of criminal,Evangelical and Protestant,Very Important,10,Black,0,0
22008,Jamaica,11,1,Somewhat Safe,Female,Don't Know,1,Between 10 and 30 minutes,10,Implement preventative measures,Evangelical and Protestant,Very Important,9,Black,0,0
22009,Jamaica,12,0,Very Unsafe,Female,Little,1,More than 30 minutes and up to an hour,3,Implement preventative measures,Church of Latter Day Saints (Mormon),Very Important,NA,Black,0,0
22010,Jamaica,11,0,Somewhat Safe,Male,Some,2,More than 30 minutes and up to an hour,5,Increase punishment of criminal,Evangelical and Protestant,Somewhat Important,NA,Black,0,0
22011,Jamaica,6,0,Very Safe,Male,A lot,1,More than 3 hours,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,3,Black,0,0
22012,Jamaica,11,0,Somewhat Safe,Male,Little,3,More than 1 hour and up to 3 hours,5,Both,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,9,Mulatto,0,0
22013,Jamaica,17,1,Very Safe,Female,Little,4,Between 10 and 30 minutes,2,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,15,Black,0,1
22014,Jamaica,11,0,Very Safe,Female,A lot,3,Between 10 and 30 minutes,1,Implement preventative measures,Catholic,Very Important,NA,Black,0,0
22015,Jamaica,11,1,Somewhat Safe,Female,A lot,5,Less than 10 minutes,1,Increase punishment of criminal,Catholic,Very Important,9,Black,0,0
22016,Jamaica,11,0,Somewhat Safe,Male,Some,6,Between 10 and 30 minutes,2,Both,Evangelical and Protestant,Very Important,NA,Black,0,0
22017,Jamaica,17,0,Somewhat Unsafe,Male,None,2,More than 30 minutes and up to an hour,1,Implement preventative measures,Evangelical and Protestant,Very Important,11,Black,0,0
22018,Jamaica,11,0,Somewhat Safe,Male,Some,5,Between 10 and 30 minutes,1,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,7,Black,0,1
22019,Jamaica,9,1,Somewhat Safe,Male,Some,5,Between 10 and 30 minutes,2,Implement preventative measures,Traditional or Native Religion,Very Important,NA,Black,0,1
22020,Jamaica,11,NA,Very Safe,Female,Don't Know,NA,Don't Know,NA,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,NA,Black,0,0
22021,Jamaica,6,0,Very Safe,Female,Don't Know,1,More than 3 hours,8,No Response,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,1,Black,0,0
22022,Jamaica,11,1,Somewhat Safe,Female,Some,4,More than 30 minutes and up to an hour,6,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Not Very Important,6,Black,0,1
22023,Jamaica,11,1,Very Safe,Female,Little,1,More than 30 minutes and up to an hour,1,Both,Jehovah's Witness,Very Important,10,Black,0,0
22024,Jamaica,11,0,Very Safe,Male,Some,1,Between 10 and 30 minutes,7,Increase punishment of criminal,No Response,Not Very Important,NA,Black,0,0
22025,Jamaica,15,0,Somewhat Unsafe,Male,A lot,3,Less than 10 minutes,1,Increase punishment of criminal,Evangelical and Protestant,Not Important at All,15,Black,1,0
22026,Jamaica,3,1,Somewhat Unsafe,Male,Some,2,Don't Know,10,Increase punishment of criminal,Evangelical and Protestant,Very Important,6,Black,0,NA
22027,Jamaica,11,1,Somewhat Safe,Male,Some,4,Less than 10 minutes,4,Both,Evangelical and Protestant,Not Very Important,2,Mulatto,0,1
22028,Jamaica,11,1,Somewhat Safe,Female,Little,1,More than 30 minutes and up to an hour,5,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Very Important,5,Black,0,0
22029,Jamaica,11,1,Very Safe,Female,Little,5,More than 30 minutes and up to an hour,5,Implement preventative measures,Evangelical and Protestant,Very Important,8,Black,0,0
22030,Jamaica,17,0,Somewhat Safe,Female,None,3,More than 3 hours,1,Increase punishment of criminal,Catholic,Very Important,16,Mulatto,0,0
22031,Jamaica,11,1,Somewhat Unsafe,Female,Some,3,More than 3 hours,5,Implement preventative measures,Don't Know,Not Very Important,NA,Black,0,0
22032,Jamaica,12,1,Somewhat Safe,Male,Little,1,More than 30 minutes and up to an hour,1,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,3,Mulatto,0,1
22033,Jamaica,14,0,Somewhat Safe,Male,Little,3,More than 3 hours,1,Implement preventative measures,Evangelical and Protestant,Very Important,13,Black,0,1
22034,Jamaica,5,1,Somewhat Unsafe,Male,A lot,1,More than 1 hour and up to 3 hours,10,Increase punishment of criminal,Evangelical and Protestant,Somewhat Important,NA,Black,0,1
22035,Jamaica,13,1,Somewhat Safe,Female,Little,1,More than 1 hour and up to 3 hours,1,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,NA,Chinese,0,0
22036,Jamaica,13,0,Somewhat Safe,Male,A lot,6,Less than 10 minutes,1,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,NA,Black,0,NA
22037,Jamaica,14,1,Somewhat Safe,Male,Little,3,More than 1 hour and up to 3 hours,7,Both,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,12,Black,0,0
22038,Jamaica,11,1,Somewhat Safe,Female,Little,5,More than 30 minutes and up to an hour,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,12,Black,1,0
22039,Jamaica,10,0,Very Safe,Male,Some,5,More than 30 minutes and up to an hour,1,Implement preventative measures,Evangelical and Protestant,Very Important,8,Black,0,0
22040,Jamaica,11,1,Somewhat Safe,Female,A lot,3,Between 10 and 30 minutes,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,10,Mulatto,1,0
22041,Jamaica,16,0,Somewhat Safe,Female,Little,5,More than 30 minutes and up to an hour,1,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,9,Mulatto,0,0
22042,Jamaica,16,1,Somewhat Safe,Male,None,3,More than 1 hour and up to 3 hours,7,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,9,Black,0,0
22043,Jamaica,7,1,Very Safe,Male,Some,3,Less than 10 minutes,5,Increase punishment of criminal,Don't Know,Not Important at All,6,Black,0,0
22044,Jamaica,11,1,Very Safe,Female,None,2,Between 10 and 30 minutes,3,Increase punishment of criminal,Jehovah's Witness,Very Important,NA,Black,0,0
22045,Jamaica,9,NA,Somewhat Unsafe,Female,Don't Know,NA,More than 1 hour and up to 3 hours,1,Don't Know,None (Believes in a Supreme Entity but does not belong to any religion),Very Important,NA,Black,0,0
22046,Jamaica,11,0,Very Safe,Male,Little,4,Less than 10 minutes,5,Both,Evangelical and Protestant,Very Important,15,Black,0,0
22047,Jamaica,11,0,Somewhat Safe,Female,None,1,More than 3 hours,1,Don't Know,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,3,Black,0,0
22048,Jamaica,1,0,Very Safe,Male,Little,5,More than 1 hour and up to 3 hours,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,1,Black,0,1
22049,Jamaica,15,1,Somewhat Safe,Male,Some,3,More than 30 minutes and up to an hour,1,Implement preventative measures,Evangelical and Protestant,Very Important,NA,Black,0,0
22050,Jamaica,11,1,Somewhat Safe,Male,None,3,More than 1 hour and up to 3 hours,2,Increase punishment of criminal,Evangelical and Protestant,Somewhat Important,NA,Black,0,0
22051,Jamaica,9,1,Very Safe,Female,A lot,4,Less than 10 minutes,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,1,Black,0,0
22052,Jamaica,11,1,Very Safe,Female,Little,1,More than 1 hour and up to 3 hours,5,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,NA,Black,0,0
22053,Jamaica,10,0,Somewhat Unsafe,Male,None,3,More than 30 minutes and up to an hour,4,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,12,Black,0,0
22054,Jamaica,11,1,Somewhat Safe,Male,Little,3,Less than 10 minutes,4,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Mulatto,0,1
22055,Jamaica,11,1,Very Safe,Female,None,1,More than 3 hours,8,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,11,Mulatto,0,0
22056,Jamaica,11,1,Somewhat Safe,Female,Little,3,Less than 10 minutes,5,Increase punishment of criminal,Evangelical and Protestant,Very Important,11,Black,0,0
22057,Jamaica,10,0,Very Safe,Female,None,1,More than 3 hours,1,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,10,Black,1,0
22058,Jamaica,17,1,Somewhat Safe,Male,Little,3,More than 1 hour and up to 3 hours,7,Increase punishment of criminal,Evangelical and Protestant,Somewhat Important,0,Black,0,0
22059,Jamaica,11,1,Somewhat Safe,Female,Little,4,More than 30 minutes and up to an hour,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Mulatto,0,0
22060,Jamaica,11,1,Very Safe,Female,Some,4,Between 10 and 30 minutes,1,Implement preventative measures,Evangelical and Protestant,Very Important,2,Black,1,0
22061,Jamaica,11,0,Somewhat Safe,Male,Little,2,More than 3 hours,3,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,NA,Black,0,0
22062,Jamaica,11,0,Somewhat Unsafe,Female,A lot,3,[Don't Read] There are no police/they would not come,7,Implement preventative measures,Evangelical and Protestant,Very Important,2,Black,1,0
22063,Jamaica,11,1,Somewhat Safe,Female,Some,4,More than 30 minutes and up to an hour,4,Implement preventative measures,Evangelical and Protestant,Somewhat Important,2,Black,0,NA
22064,Jamaica,11,0,Somewhat Safe,Male,None,1,More than 30 minutes and up to an hour,5,Implement preventative measures,Evangelical and Protestant,Very Important,4,Black,0,1
22065,Jamaica,11,1,Somewhat Safe,Male,Little,4,More than 3 hours,2,Implement preventative measures,Catholic,Very Important,11,Mulatto,0,0
22066,Jamaica,10,0,Somewhat Safe,Male,None,1,More than 1 hour and up to 3 hours,1,Implement preventative measures,Traditional or Native Religion,Not Very Important,NA,Black,0,0
22067,Jamaica,11,1,Somewhat Safe,Male,A lot,1,Less than 10 minutes,10,Increase punishment of criminal,Evangelical and Protestant,Very Important,8,Black,0,0
22068,Jamaica,11,1,Somewhat Safe,Male,Little,3,Between 10 and 30 minutes,5,Implement preventative measures,Evangelical and Protestant,Very Important,8,Black,1,0
22069,Jamaica,14,1,Somewhat Unsafe,Female,Little,4,More than 30 minutes and up to an hour,5,Increase punishment of criminal,Evangelical and Protestant,Somewhat Important,16,Black,0,0
22070,Jamaica,16,0,Somewhat Safe,Male,Some,3,Less than 10 minutes,1,Increase punishment of criminal,Evangelical and Protestant,Not Very Important,15,Black,0,NA
22071,Jamaica,11,1,Very Safe,Male,Some,4,Between 10 and 30 minutes,2,Increase punishment of criminal,Evangelical and Protestant,Very Important,7,Other,0,1
22072,Jamaica,11,1,Somewhat Unsafe,Male,Some,3,More than 1 hour and up to 3 hours,2,Increase punishment of criminal,Evangelical and Protestant,Somewhat Important,9,Black,0,0
22073,Jamaica,10,0,Very Unsafe,Male,Some,3,Between 10 and 30 minutes,4,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Black,0,1
22074,Jamaica,4,1,Very Safe,Female,A lot,6,Between 10 and 30 minutes,2,Implement preventative measures,No Response,Not Very Important,3,Black,0,0
22075,Jamaica,10,1,Very Safe,Male,Some,3,Between 10 and 30 minutes,2,Increase punishment of criminal,Don't Know,Not Important at All,NA,Black,0,0
22076,Jamaica,11,0,Somewhat Safe,Male,Some,5,More than 1 hour and up to 3 hours,8,Implement preventative measures,Traditional or Native Religion,Very Important,4,Black,0,0
22077,Jamaica,11,1,Somewhat Safe,Male,A lot,6,Between 10 and 30 minutes,2,Increase punishment of criminal,Evangelical and Protestant,Very Important,7,Black,0,0
22078,Jamaica,11,1,Somewhat Safe,Male,Some,6,Don't Know,5,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,5,Mulatto,0,1
22079,Jamaica,11,0,Somewhat Safe,Male,Little,2,More than 30 minutes and up to an hour,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Very Important,NA,Black,0,0
22080,Jamaica,6,0,Somewhat Safe,Male,A lot,4,[Don't Read] There are no police/they would not come,5,Increase punishment of criminal,Don't Know,Very Important,NA,Black,0,1
22081,Jamaica,11,1,Somewhat Unsafe,Female,Some,7,More than 30 minutes and up to an hour,3,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,10,Black,0,0
22082,Jamaica,16,0,Somewhat Safe,Male,Don't Know,1,Between 10 and 30 minutes,2,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Black,0,0
22083,Jamaica,5,0,Very Safe,Male,A lot,7,More than 30 minutes and up to an hour,10,Implement preventative measures,Traditional or Native Religion,Very Important,5,Black,0,1
22084,Jamaica,11,0,Somewhat Safe,Female,Little,4,More than 3 hours,6,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Black,0,0
22085,Jamaica,6,0,Somewhat Safe,Female,Little,6,Don't Know,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,NA,Black,0,1
22086,Jamaica,9,0,Very Safe,Male,Little,5,Don't Know,9,Both,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,NA,Black,0,0
22087,Jamaica,11,0,Very Safe,Female,None,5,More than 1 hour and up to 3 hours,6,Implement preventative measures,Evangelical and Protestant,Very Important,0,Black,0,0
22088,Jamaica,11,0,Somewhat Safe,Female,Little,5,More than 30 minutes and up to an hour,2,Both,Evangelical and Protestant,Somewhat Important,16,Black,0,0
22089,Jamaica,14,1,Somewhat Safe,Male,A lot,6,More than 30 minutes and up to an hour,1,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,11,White,0,0
22090,Jamaica,13,0,Very Safe,Female,Some,4,Don't Know,2,Both,Evangelical and Protestant,Very Important,NA,Black,0,0
22091,Jamaica,6,1,Somewhat Safe,Female,A lot,3,Don't Know,1,Increase punishment of criminal,Catholic,Very Important,NA,Black,0,0
22092,Jamaica,11,1,Somewhat Safe,Male,A lot,3,More than 3 hours,8,Increase punishment of criminal,Evangelical and Protestant,Very Important,1,Black,0,0
