ur,q2,q1,b12,b21,ing4,vb3n,braantip1,ed,q3cn,q10new,gi0n,d6,capital1,municipio,problem_corruption,problem_unemployment,problem_crime
Urbano,34,Hombre,5,3,7,Jair Bolsonaro (PSL),3,16,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),16,Diariamente,10,En contra,ITAPEMA,yes,no,no
Urbano,31,Mujer,1,5,1,João Amoêdo (NOVO),3,16,Agnóstico o ateo (no cree en Dios),15,Diariamente,10,A Favor,SOMBRIO,yes,no,no
Urbano,41,Hombre,7,3,1,Jair Bolsonaro (PSL),1,9,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),4,Algunas veces a la semana,1,A Favor,SÃO GABRIEL,no,no,no
Rural,26,Mujer,5,2,4,Jair Bolsonaro (PSL),4,17,Católico,14,Diariamente,10,A Favor,VENÂNCIO AIRES,yes,no,no
Urbano,76,Mujer,3,6,3,No Aplica,4,4,Católico,4,Diariamente,NA,A Favor,PASSO FUNDO,NA,NA,NA
Rural,17,Mujer,7,1,5,Otro,4,8,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),7,Nunca,10,A Favor,CAÇAPAVA DO SUL,no,no,no
Urbano,29,Hombre,6,4,5,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,9,Diariamente,1,En contra,SANTANA DO LIVRAMENTO,no,no,no
Urbano,63,Mujer,7,1,5,Jair Bolsonaro (PSL),1,9,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),12,Nunca,10,En contra,SAPUCAIA DO SUL,no,yes,no
Urbano,23,Mujer,1,2,2,No Aplica,2,9,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),4,Nunca,NA,En contra,CURITIBA,NA,NA,NA
Urbano,30,Hombre,5,5,6,No Aplica,1,16,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),10,Algunas veces a la semana,6,A Favor,CURITIBA,no,no,no
Urbano,26,Hombre,6,3,1,Jair Bolsonaro (PSL),1,9,Evangélica y Pentecostal,13,Diariamente,2,En contra,SOMBRIO,yes,no,no
Urbano,40,Hombre,6,4,7,Jair Bolsonaro (PSL),1,6,Católico,13,Diariamente,10,A Favor,LONDRINA,no,no,no
Urbano,86,Hombre,7,1,7,No Aplica,1,0,Católico,10,Diariamente,1,A Favor,ALTO PIQUIRI,no,no,no
Rural,29,Hombre,5,3,4,No sabe,3,8,Católico,7,Algunas veces a la semana,5,En contra,CAÇAPAVA DO SUL,no,no,no
Urbano,23,Mujer,3,2,4,No Aplica,4,10,Evangélica y Pentecostal,11,Diariamente,9,A Favor,SÃO BENTO DO SUL,no,no,no
Urbano,55,Hombre,6,1,6,Jair Bolsonaro (PSL),1,11,Religiones Tradicionales,15,Diariamente,10,A Favor,GUAÍBA,no,no,no
Urbano,26,Mujer,2,3,5,Fernando Haddad (PT),7,7,Católico,7,Diariamente,7,A Favor,ALTO PIQUIRI,no,no,no
Urbano,50,Mujer,1,4,7,No Aplica,5,7,Evangélica y Pentecostal,2,Diariamente,9,En contra,SÃO BENTO DO SUL,no,no,no
Urbano,62,Mujer,6,6,7,Jair Bolsonaro (PSL),9,8,Católico,16,Diariamente,10,En contra,LONDRINA,no,no,no
Urbano,80,Mujer,7,NA,7,No Aplica,10,4,Evangélica y Pentecostal,NA,Nunca,NA,No sabe,LONDRINA,no,no,no
Urbano,16,Hombre,3,3,4,No Aplica,4,5,Evangélica y Pentecostal,14,Diariamente,10,En contra,CURITIBA,no,no,no
Urbano,24,Hombre,7,1,4,Jair Bolsonaro (PSL),2,8,Católico,3,Diariamente,4,A Favor,MATELÂNDIA,no,no,no
Urbano,27,Mujer,5,1,7,No Aplica,1,9,Religiones Tradicionales,8,Algunas veces a la semana,2,A Favor,SÃO GABRIEL,no,no,no
Urbano,42,Mujer,5,2,4,Jair Bolsonaro (PSL),1,17,Católico,5,Diariamente,1,En contra,MATELÂNDIA,yes,no,no
Urbano,24,Mujer,3,1,5,No Aplica,1,11,Católico,5,Algunas veces a la semana,10,A Favor,JOINVILLE,yes,no,no
Urbano,46,Mujer,2,1,7,Álvaro Dias (PODEMOS),3,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),15,Diariamente,10,En contra,GUAÍBA,no,no,no
Urbano,43,Mujer,7,1,7,Jair Bolsonaro (PSL),1,7,Evangélica y Pentecostal,13,Diariamente,10,A Favor,CURITIBA,no,no,no
Urbano,40,Hombre,7,7,7,Jair Bolsonaro (PSL),6,10,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),9,Algunas veces a la semana,10,No sabe,GUAÍBA,no,no,no
Urbano,48,Mujer,1,1,5,Fernando Haddad (PT),10,11,Católico,15,Diariamente,10,A Favor,PORTO ALEGRE,no,no,no
Rural,41,Mujer,7,2,5,Ninguno (anuló su voto),1,5,Evangélica y Pentecostal,3,Diariamente,10,A Favor,CAÇAPAVA DO SUL,no,no,no
Urbano,19,Hombre,1,3,7,Ciro Gomes (PDT),6,11,Religiones Tradicionales,13,Diariamente,10,No sabe,LONDRINA,yes,no,no
Urbano,18,Mujer,5,6,5,No Aplica,1,11,Católico,14,Diariamente,9,A Favor,MATELÂNDIA,no,yes,no
Urbano,71,Mujer,7,2,7,Jair Bolsonaro (PSL),1,4,Evangélica y Pentecostal,6,Diariamente,9,A Favor,GUAÍBA,yes,no,no
Urbano,38,Hombre,4,1,5,Jair Bolsonaro (PSL),1,16,Católico,13,Diariamente,1,A Favor,CURITIBA,no,no,yes
Urbano,21,Hombre,7,2,5,No Aplica,1,10,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),6,Diariamente,9,En contra,JOINVILLE,no,no,no
Urbano,49,Mujer,7,1,6,João Amoêdo (NOVO),1,16,Espírita Kardecista,13,Diariamente,10,En contra,CURITIBA,no,no,no
Urbano,42,Mujer,7,1,5,No Aplica,1,11,Evangélica y Pentecostal,8,Diariamente,1,A Favor,GUAÍBA,no,no,no
Urbano,49,Mujer,1,1,5,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,2,Nunca,1,A Favor,SANTANA DO LIVRAMENTO,no,yes,no
Urbano,16,Mujer,3,3,4,No Aplica,9,9,Religiones Orientales no Cristianas,9,Algunas veces al mes,10,En contra,ITAPEMA,no,no,no
Urbano,67,Mujer,6,3,5,Geraldo Alckmin (PSDB),1,11,Católico,15,Diariamente,7,No sabe,ITAPEMA,no,no,no
Rural,30,Hombre,7,1,7,Jair Bolsonaro (PSL),1,7,Evangélica y Pentecostal,2,Diariamente,1,En contra,VENÂNCIO AIRES,no,no,no
Urbano,52,Mujer,3,2,4,Jair Bolsonaro (PSL),1,8,Católico,7,Algunas veces a la semana,1,En contra,ALTO PIQUIRI,no,no,no
Urbano,22,Hombre,7,4,5,Jair Bolsonaro (PSL),1,11,Católico,16,Algunas veces a la semana,1,A Favor,PASSO FUNDO,no,no,no
Urbano,72,Hombre,7,1,7,No Aplica,1,5,Católico,11,Diariamente,5,A Favor,SAPUCAIA DO SUL,no,no,no
Urbano,16,Mujer,5,1,2,No Aplica,8,7,Evangélica y Pentecostal,NA,Algunas veces a la semana,10,A Favor,SAPUCAIA DO SUL,no,no,no
Urbano,47,Hombre,4,1,7,Jair Bolsonaro (PSL),1,8,Católico,13,Diariamente,10,En contra,SOMBRIO,yes,no,no
Urbano,50,Mujer,5,3,6,Fernando Haddad (PT),2,6,Católico,NA,Diariamente,8,En contra,SÃO GABRIEL,no,no,no
Urbano,36,Mujer,1,1,NA,Jair Bolsonaro (PSL),2,4,Católico,14,Nunca,2,A Favor,SANTA MARIA,no,no,no
Urbano,33,Hombre,2,1,7,Ciro Gomes (PDT),4,17,Espírita Kardecista,15,Diariamente,10,En contra,PORTO ALEGRE,no,no,no
Urbano,33,Hombre,5,2,5,Jair Bolsonaro (PSL),3,8,Evangélica y Pentecostal,11,Algunas veces a la semana,1,En contra,PASSO FUNDO,yes,no,no
Rural,40,Hombre,5,1,4,Jair Bolsonaro (PSL),2,11,Católico,10,Diariamente,5,En contra,CAÇAPAVA DO SUL,no,yes,no
Urbano,78,Mujer,7,1,7,Jair Bolsonaro (PSL),1,11,Católico,13,Diariamente,1,En contra,PORTO ALEGRE,no,no,no
Urbano,37,Hombre,7,2,4,Ninguno (anuló su voto),1,11,Católico,11,Diariamente,1,En contra,SÃO BENTO DO SUL,no,no,no
Urbano,65,Hombre,7,1,7,Jair Bolsonaro (PSL),1,5,Otro,8,Diariamente,1,A Favor,MATELÂNDIA,no,no,no
Urbano,35,Hombre,7,1,1,No Aplica,10,7,No sabe,3,Diariamente,1,A Favor,CURITIBA,no,no,no
Urbano,43,Hombre,6,4,3,Jair Bolsonaro (PSL),2,4,Católico,7,Algunas veces al mes,3,En contra,MATELÂNDIA,no,no,no
Urbano,57,Hombre,7,1,3,Jair Bolsonaro (PSL),1,8,Católico,15,Diariamente,1,A Favor,PASSO FUNDO,no,no,yes
Urbano,30,Mujer,4,2,5,Jair Bolsonaro (PSL),2,11,Evangélica y Pentecostal,6,Diariamente,9,En contra,SÃO GABRIEL,no,yes,no
Urbano,47,Hombre,4,1,7,Fernando Haddad (PT),7,16,Católico,15,Diariamente,10,En contra,SÃO BENTO DO SUL,no,yes,no
Urbano,35,Mujer,1,1,4,No responde,8,11,Católico,7,Nunca,10,En contra,PORTO ALEGRE,no,no,no
Urbano,54,Mujer,5,3,5,No responde,1,17,Católico,8,Diariamente,4,A Favor,SERAFINA CORRÊA,no,no,no
Urbano,23,Mujer,4,3,4,No sabe,10,4,Evangélica y Pentecostal,4,Algunas veces a la semana,10,En contra,SERAFINA CORRÊA,no,no,no
Urbano,39,Mujer,6,1,7,No Aplica,6,11,Religiones Tradicionales,15,Diariamente,9,En contra,PORTO ALEGRE,yes,no,no
Urbano,46,Hombre,7,1,5,Jair Bolsonaro (PSL),1,4,Católico,7,Diariamente,10,A Favor,LONDRINA,no,no,no
Urbano,16,Mujer,5,3,4,No Aplica,7,10,Evangélica y Pentecostal,6,Diariamente,10,En contra,SOMBRIO,no,no,no
Urbano,23,Mujer,5,3,5,No sabe,3,11,Católico,10,Algunas veces a la semana,10,A Favor,CURITIBA,no,yes,no
Urbano,52,Hombre,7,1,7,João Amoêdo (NOVO),1,8,Católico,14,Diariamente,1,A Favor,ITAPEMA,no,no,no
Urbano,37,Hombre,6,5,5,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,14,Algunas veces a la semana,1,En contra,SANTA MARIA,yes,no,no
Urbano,57,Mujer,7,1,7,Fernando Haddad (PT),3,11,Espírita Kardecista,13,Diariamente,10,En contra,SAPUCAIA DO SUL,yes,no,no
Urbano,52,Mujer,5,1,5,Jair Bolsonaro (PSL),5,8,Evangélica y Pentecostal,4,Diariamente,10,A Favor,CURITIBA,yes,no,no
Urbano,31,Hombre,1,1,7,Guilherme Boulos (PSOL),5,11,Agnóstico o ateo (no cree en Dios),7,Diariamente,10,En contra,CURITIBA,no,no,no
Rural,18,Hombre,5,3,5,No Aplica,4,8,Católico,14,Algunas veces a la semana,10,A Favor,VENÂNCIO AIRES,no,no,no
Urbano,57,Hombre,6,2,6,No responde,7,4,Católico,16,Diariamente,10,En contra,SANTA MARIA,no,no,no
Urbano,44,Hombre,7,2,7,Jair Bolsonaro (PSL),1,8,Católico,12,Diariamente,10,A Favor,SANTA MARIA,no,no,no
Urbano,30,Mujer,1,3,1,Fernando Haddad (PT),10,13,Agnóstico o ateo (no cree en Dios),8,Diariamente,10,En contra,CURITIBA,no,no,no
Rural,19,Mujer,6,1,4,No sabe,1,11,Católico,6,Diariamente,6,A Favor,CAÇAPAVA DO SUL,no,no,no
Urbano,60,Hombre,1,1,2,João Amoêdo (NOVO),1,11,Católico,15,Algunas veces a la semana,2,En contra,SOMBRIO,no,no,no
Urbano,35,Hombre,6,1,7,João Amoêdo (NOVO),1,17,Católico,16,Diariamente,10,No responde,JOINVILLE,yes,no,no
Urbano,56,Hombre,7,3,7,Jair Bolsonaro (PSL),5,3,Evangélica y Pentecostal,4,Diariamente,3,En contra,JOINVILLE,no,yes,no
Urbano,67,Mujer,6,5,7,Jair Bolsonaro (PSL),1,8,Espírita Kardecista,NA,Diariamente,10,A Favor,PORTO ALEGRE,no,no,no
Urbano,53,Hombre,7,1,6,Álvaro Dias (PODEMOS),1,8,Espírita Kardecista,3,Diariamente,10,En contra,LONDRINA,no,no,no
Urbano,44,Hombre,6,1,2,Jair Bolsonaro (PSL),1,11,Espírita Kardecista,15,Diariamente,10,En contra,PORTO ALEGRE,yes,no,no
Urbano,45,Hombre,6,2,6,Jair Bolsonaro (PSL),1,7,Católico,8,Diariamente,3,A Favor,SÃO GABRIEL,no,no,no
Urbano,23,Hombre,5,4,5,No Aplica,3,8,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),4,Nunca,4,En contra,CURITIBA,NA,NA,NA
Urbano,28,Mujer,5,4,6,No responde,2,11,Evangélica y Pentecostal,8,Diariamente,4,En contra,SÃO BENTO DO SUL,yes,no,no
Urbano,47,Mujer,7,1,7,Jair Bolsonaro (PSL),5,11,Espírita Kardecista,10,Algunas veces a la semana,10,A Favor,PORTO ALEGRE,no,no,no
Urbano,51,Hombre,6,7,5,No sabe,10,4,Evangélica y Pentecostal,2,Diariamente,10,A Favor,CURITIBA,no,no,no
Urbano,53,Hombre,7,1,6,No Aplica,9,8,Evangélica y Pentecostal,2,Diariamente,1,En contra,ALTO PIQUIRI,no,no,no
Urbano,55,Mujer,6,2,3,Jair Bolsonaro (PSL),1,5,Evangélica y Pentecostal,10,Diariamente,3,En contra,SÃO BENTO DO SUL,no,yes,no
Urbano,42,Hombre,4,1,3,No responde,4,11,Espírita Kardecista,12,Diariamente,10,A Favor,SAPUCAIA DO SUL,no,no,no
Rural,41,Mujer,2,5,3,No sabe,2,5,Católico,NA,Diariamente,1,A Favor,CAÇAPAVA DO SUL,no,no,no
Urbano,55,Mujer,2,2,7,No sabe,9,4,Católico,4,Diariamente,7,A Favor,CURITIBA,no,yes,no
Urbano,59,Hombre,2,1,2,No responde,1,5,Católico,NA,Nunca,NA,A Favor,SÃO GABRIEL,no,no,no
Urbano,16,Hombre,7,6,5,No Aplica,1,8,Católico,2,Diariamente,10,En contra,SÃO BENTO DO SUL,yes,no,no
Urbano,69,Mujer,3,1,3,No sabe,5,10,Católico,16,Diariamente,4,En contra,PASSO FUNDO,no,no,no
Urbano,36,Hombre,6,4,6,Jair Bolsonaro (PSL),3,11,Evangélica y Pentecostal,5,Diariamente,5,A Favor,SAPUCAIA DO SUL,no,no,no
Urbano,18,Hombre,1,2,6,Ciro Gomes (PDT),8,11,No sabe,14,Diariamente,10,A Favor,PORTO ALEGRE,no,no,no
Urbano,31,Mujer,5,1,5,No Aplica,3,15,Evangélica y Pentecostal,8,Algunas veces al mes,2,A Favor,ITAPEMA,no,yes,no
Urbano,17,Mujer,5,5,7,Cabo Daciolo (PATRI),2,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",7,Algunas veces a la semana,5,En contra,LONDRINA,yes,no,no
Urbano,41,Mujer,7,1,5,Jair Bolsonaro (PSL),1,11,Católico,15,Diariamente,10,A Favor,PASSO FUNDO,yes,no,no
Urbano,51,Hombre,6,1,3,Jair Bolsonaro (PSL),2,4,Católico,8,Diariamente,10,En contra,SÃO BENTO DO SUL,no,no,no
Urbano,44,Mujer,3,2,4,Fernando Haddad (PT),5,8,Católico,9,Diariamente,8,A Favor,PORTO ALEGRE,no,no,no
Urbano,25,Mujer,4,1,7,Jair Bolsonaro (PSL),1,11,Católico,12,Diariamente,10,A Favor,CURITIBA,no,no,no
Urbano,25,Mujer,5,1,7,Ciro Gomes (PDT),9,17,Católico,15,Diariamente,10,A Favor,PASSO FUNDO,no,no,no
Urbano,42,Hombre,1,1,1,Fernando Haddad (PT),1,11,Religiones Tradicionales,14,Diariamente,10,A Favor,PORTO ALEGRE,no,yes,no
Rural,44,Hombre,7,1,4,Fernando Haddad (PT),6,6,Católico,9,Diariamente,1,En contra,VENÂNCIO AIRES,no,no,no
Urbano,30,Hombre,6,3,4,No responde,7,9,Católico,4,Diariamente,10,A Favor,SÃO GABRIEL,no,no,no
Urbano,33,Hombre,6,5,5,Ciro Gomes (PDT),1,11,Católico,8,Diariamente,10,A Favor,LONDRINA,no,no,no
Rural,18,Mujer,6,1,3,No Aplica,7,9,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),7,Diariamente,10,A Favor,VENÂNCIO AIRES,no,no,no
Urbano,33,Hombre,6,2,4,Fernando Haddad (PT),5,11,Católico,10,Diariamente,2,A Favor,SANTANA DO LIVRAMENTO,yes,no,no
Urbano,41,Mujer,1,1,6,Ninguno (anuló su voto),10,11,Católico,3,Diariamente,1,En contra,ALTO PIQUIRI,no,yes,no
Urbano,16,Hombre,7,4,7,No Aplica,1,9,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),4,Algunas veces a la semana,10,A Favor,PASSO FUNDO,no,no,no
Urbano,34,Mujer,6,2,5,No Aplica,1,11,Católico,14,Algunas veces a la semana,3,A Favor,SANTA MARIA,no,no,no
Urbano,44,Mujer,7,5,3,Fernando Haddad (PT),10,8,Católico,5,Algunas veces a la semana,10,A Favor,SÃO BENTO DO SUL,no,no,no
Urbano,43,Hombre,2,1,6,Jair Bolsonaro (PSL),4,11,Católico,5,Diariamente,2,En contra,ALTO PIQUIRI,yes,no,no
Urbano,25,Hombre,5,1,7,Jair Bolsonaro (PSL),1,16,Agnóstico o ateo (no cree en Dios),16,Diariamente,10,En contra,JOINVILLE,no,no,no
Rural,51,Mujer,6,1,5,Jair Bolsonaro (PSL),1,11,Católico,8,Algunas veces a la semana,9,A Favor,VENÂNCIO AIRES,no,no,no
Urbano,33,Mujer,7,4,6,Ninguno (anuló su voto),7,8,Católico,8,Diariamente,7,A Favor,JOINVILLE,no,no,no
Urbano,47,Hombre,6,1,7,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,9,Diariamente,2,En contra,SAPUCAIA DO SUL,no,no,no
Urbano,29,Hombre,6,4,3,Fernando Haddad (PT),5,8,Católico,11,Diariamente,2,En contra,ALTO PIQUIRI,no,no,no
Urbano,27,Hombre,7,1,5,Jair Bolsonaro (PSL),1,10,Otro,13,Diariamente,10,En contra,SANTA MARIA,no,no,no
Urbano,29,Hombre,7,3,5,Jair Bolsonaro (PSL),1,7,Evangélica y Pentecostal,11,Diariamente,NA,A Favor,LONDRINA,no,no,yes
Rural,66,Mujer,6,3,5,No Aplica,6,2,Espírita Kardecista,5,Diariamente,10,En contra,CAÇAPAVA DO SUL,no,yes,no
Rural,18,Hombre,4,1,7,Fernando Haddad (PT),8,11,Católico,16,Algunas veces a la semana,10,A Favor,VENÂNCIO AIRES,no,no,no
Urbano,21,Mujer,5,4,7,No Aplica,3,11,Espírita Kardecista,6,Diariamente,10,En contra,PORTO ALEGRE,yes,no,no
Urbano,17,Hombre,7,6,7,No Aplica,6,9,Evangélica y Pentecostal,13,Algunas veces a la semana,8,En contra,SANTANA DO LIVRAMENTO,no,no,no
Urbano,17,Mujer,6,5,3,No Aplica,1,7,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),NA,Algunas veces a la semana,10,No sabe,GUAÍBA,no,no,no
Urbano,58,Mujer,1,3,6,Jair Bolsonaro (PSL),1,11,Católico,12,Diariamente,10,En contra,CURITIBA,no,no,no
Urbano,65,Mujer,7,5,5,Jair Bolsonaro (PSL),1,1,Católico,NA,Diariamente,10,A Favor,SOMBRIO,no,no,no
Urbano,29,Hombre,5,6,7,Jair Bolsonaro (PSL),5,17,Espírita Kardecista,10,Diariamente,10,En contra,CURITIBA,no,no,no
Urbano,41,Hombre,4,2,3,No Aplica,1,11,Católico,NA,Diariamente,1,En contra,CURITIBA,no,no,no
Rural,52,Hombre,3,2,4,Jair Bolsonaro (PSL),1,8,Católico,13,Diariamente,5,A Favor,VENÂNCIO AIRES,no,no,no
Rural,60,Hombre,5,2,7,Ciro Gomes (PDT),1,7,Espírita Kardecista,4,Diariamente,10,En contra,CAÇAPAVA DO SUL,no,yes,no
Urbano,53,Hombre,7,1,1,Jair Bolsonaro (PSL),3,10,Católico,2,Diariamente,7,A Favor,CURITIBA,no,no,no
Urbano,19,Hombre,7,1,1,No sabe,1,9,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),9,Diariamente,8,A Favor,SAPUCAIA DO SUL,yes,no,no
Urbano,30,Hombre,5,1,3,Jair Bolsonaro (PSL),1,11,Católico,9,Diariamente,9,En contra,SÃO BENTO DO SUL,no,no,no
Urbano,70,Hombre,7,1,6,Ninguno (fue a votar pero dejó la boleta en blanco),1,1,Católico,11,Algunas veces al mes,10,No responde,ITAPEMA,no,yes,no
Urbano,22,Mujer,7,6,5,No responde,7,7,Evangélica y Pentecostal,6,Algunas veces a la semana,8,A Favor,SERAFINA CORRÊA,no,no,no
Urbano,30,Mujer,7,6,5,No Aplica,6,11,Evangélica y Pentecostal,6,Diariamente,6,A Favor,SOMBRIO,no,yes,no
Urbano,20,Hombre,4,1,5,No Aplica,1,11,No sabe,8,Diariamente,10,En contra,PORTO ALEGRE,no,no,no
Urbano,26,Hombre,5,2,5,Ninguno (fue a votar pero dejó la boleta en blanco),2,8,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),NA,Diariamente,3,A Favor,SERAFINA CORRÊA,no,no,no
Urbano,16,Mujer,7,4,6,No Aplica,5,10,Católico,12,Diariamente,10,En contra,ITAPEMA,no,no,no
Urbano,17,Hombre,7,2,7,No Aplica,3,9,Católico,2,Diariamente,10,En contra,CURITIBA,yes,no,no
Urbano,26,Mujer,7,1,5,No Aplica,3,7,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),4,Algunas veces a la semana,10,En contra,JOINVILLE,no,no,no
Rural,44,Mujer,5,3,4,No Aplica,1,5,Católico,NA,Algunas veces a la semana,1,A Favor,VENÂNCIO AIRES,yes,no,no
Urbano,59,Mujer,5,1,7,Ciro Gomes (PDT),1,6,Católico,4,Diariamente,1,En contra,SANTANA DO LIVRAMENTO,yes,no,no
Urbano,38,Mujer,4,4,4,Jair Bolsonaro (PSL),1,11,Católico,14,Algunas veces a la semana,5,En contra,MATELÂNDIA,no,yes,no
Urbano,58,Hombre,7,1,4,Jair Bolsonaro (PSL),1,16,Católico,16,Diariamente,10,En contra,CURITIBA,no,no,yes
Urbano,42,Mujer,3,4,5,No responde,5,11,Católico,14,Diariamente,9,En contra,GUAÍBA,no,no,no
Urbano,38,Mujer,7,3,1,Jair Bolsonaro (PSL),1,11,Católico,4,Diariamente,10,A Favor,SAPUCAIA DO SUL,no,no,no
Urbano,20,Mujer,7,2,5,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,14,Algunas veces a la semana,6,A Favor,SANTANA DO LIVRAMENTO,no,no,no
Urbano,34,Hombre,7,4,5,No Aplica,10,10,Católico,12,Diariamente,10,A Favor,PASSO FUNDO,yes,no,no
Urbano,57,Hombre,7,NA,7,No sabe,1,4,Católico,15,Nunca,10,A Favor,SERAFINA CORRÊA,no,no,no
Urbano,55,Hombre,7,1,2,No sabe,2,4,Católico,4,Nunca,7,A Favor,JOINVILLE,no,yes,no
Urbano,51,Mujer,NA,5,7,Jair Bolsonaro (PSL),1,6,Agnóstico o ateo (no cree en Dios),12,Diariamente,8,En contra,PORTO ALEGRE,no,no,no
Urbano,69,Mujer,7,4,6,Jair Bolsonaro (PSL),1,4,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),4,Diariamente,9,En contra,SERAFINA CORRÊA,no,no,no
Rural,36,Hombre,4,1,5,No Aplica,1,11,Católico,10,Diariamente,9,A Favor,CAÇAPAVA DO SUL,yes,no,no
Urbano,44,Hombre,4,1,7,Jair Bolsonaro (PSL),1,17,Católico,16,Diariamente,10,A Favor,JOINVILLE,no,no,no
Urbano,47,Hombre,7,2,4,No sabe,7,5,Espírita Kardecista,8,Algunas veces a la semana,8,A Favor,SANTANA DO LIVRAMENTO,no,no,no
Urbano,16,Mujer,7,1,4,No Aplica,1,10,Evangélica y Pentecostal,13,Diariamente,1,A Favor,CURITIBA,no,yes,no
Urbano,17,Mujer,3,1,3,No Aplica,7,8,Católico,10,Diariamente,10,En contra,PORTO ALEGRE,no,no,no
Urbano,33,Mujer,5,1,5,Jair Bolsonaro (PSL),1,11,Católico,6,Nunca,10,A Favor,CURITIBA,no,no,yes
Urbano,37,Mujer,6,6,6,Fernando Haddad (PT),8,8,Católico,6,Algunas veces a la semana,5,A Favor,ALTO PIQUIRI,no,no,no
Urbano,31,Mujer,7,1,4,No Aplica,1,8,Católico,12,Algunas veces al mes,10,A Favor,SERAFINA CORRÊA,no,yes,no
Urbano,33,Mujer,7,3,5,Jair Bolsonaro (PSL),2,11,Evangélica y Pentecostal,11,Diariamente,9,En contra,CURITIBA,no,no,no
Urbano,23,Hombre,5,1,6,João Amoêdo (NOVO),2,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",15,Diariamente,10,A Favor,ITAPEMA,yes,no,no
Rural,55,Hombre,5,2,7,No responde,NA,7,Católico,9,Diariamente,9,En contra,CAÇAPAVA DO SUL,no,no,no
Urbano,18,Mujer,NA,NA,NA,Otro,NA,11,Otro,8,Algunas veces a la semana,NA,No sabe,CURITIBA,NA,NA,NA
Urbano,35,Mujer,4,1,6,Jair Bolsonaro (PSL),2,11,Evangélica y Pentecostal,13,Algunas veces a la semana,4,A Favor,PASSO FUNDO,no,no,no
Urbano,34,Mujer,6,4,7,Ciro Gomes (PDT),5,11,Religiones Tradicionales,15,Diariamente,10,En contra,SAPUCAIA DO SUL,no,no,no
Urbano,45,Mujer,3,2,3,No Aplica,2,11,Católico,2,Algunas veces a la semana,3,A Favor,ALTO PIQUIRI,no,no,no
Urbano,32,Mujer,5,3,5,Ninguno (anuló su voto),1,9,Católico,13,Diariamente,7,En contra,ITAPEMA,no,yes,no
Rural,19,Hombre,6,2,4,Jair Bolsonaro (PSL),1,7,Evangélica y Pentecostal,11,Diariamente,2,En contra,CAÇAPAVA DO SUL,no,no,no
Urbano,26,Mujer,5,1,7,Fernando Haddad (PT),8,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),9,Diariamente,10,A Favor,SANTA MARIA,yes,no,no
Urbano,45,Mujer,6,2,4,No Aplica,5,15,Agnóstico o ateo (no cree en Dios),11,Diariamente,10,En contra,JOINVILLE,no,no,no
Urbano,43,Mujer,5,2,4,Jair Bolsonaro (PSL),1,11,Católico,14,Diariamente,1,A Favor,CURITIBA,no,no,no
Urbano,17,Mujer,7,6,NA,No Aplica,NA,8,Católico,NA,Algunas veces a la semana,6,En contra,SANTA MARIA,NA,NA,NA
Urbano,45,Mujer,4,3,4,Jair Bolsonaro (PSL),5,11,Espírita Kardecista,9,Diariamente,9,En contra,JOINVILLE,no,no,no
Urbano,17,Mujer,7,7,6,No Aplica,9,9,Evangélica y Pentecostal,NA,Diariamente,10,A Favor,GUAÍBA,no,no,no
Urbano,44,Hombre,7,7,1,Fernando Haddad (PT),1,8,Católico,10,Diariamente,1,A Favor,SERAFINA CORRÊA,no,no,no
Urbano,60,Hombre,5,2,6,Jair Bolsonaro (PSL),1,11,Católico,13,Diariamente,6,A Favor,PASSO FUNDO,yes,no,no
Urbano,18,Hombre,7,2,4,No Aplica,4,11,Agnóstico o ateo (no cree en Dios),16,Diariamente,10,A Favor,SAPUCAIA DO SUL,yes,no,no
Urbano,23,Mujer,2,1,5,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,9,Algunas veces a la semana,10,A Favor,PORTO ALEGRE,yes,no,no
